order_id,date,time,Custom_Time,Name of Week,Weekends?
18824,"Tuesday, 17 November 2015",7:01:40 PM,7:00:00 PM,Tuesday,Weekdays
18825,"Tuesday, 17 November 2015",7:24:51 PM,7:00:00 PM,Tuesday,Weekdays
19217,"Tuesday, 24 November 2015",6:39:38 PM,7:00:00 PM,Tuesday,Weekdays
19218,"Tuesday, 24 November 2015",6:44:30 PM,7:00:00 PM,Tuesday,Weekdays
19219,"Tuesday, 24 November 2015",7:09:25 PM,7:00:00 PM,Tuesday,Weekdays
19220,"Tuesday, 24 November 2015",7:20:46 PM,7:00:00 PM,Tuesday,Weekdays
19717,"Tuesday, 1 December 2015",6:46:39 PM,7:00:00 PM,Tuesday,Weekdays
19718,"Tuesday, 1 December 2015",6:47:29 PM,7:00:00 PM,Tuesday,Weekdays
19719,"Tuesday, 1 December 2015",7:02:53 PM,7:00:00 PM,Tuesday,Weekdays
19720,"Tuesday, 1 December 2015",7:07:00 PM,7:00:00 PM,Tuesday,Weekdays
19721,"Tuesday, 1 December 2015",7:10:27 PM,7:00:00 PM,Tuesday,Weekdays
19722,"Tuesday, 1 December 2015",7:21:05 PM,7:00:00 PM,Tuesday,Weekdays
20128,"Tuesday, 8 December 2015",6:32:33 PM,7:00:00 PM,Tuesday,Weekdays
20129,"Tuesday, 8 December 2015",6:36:39 PM,7:00:00 PM,Tuesday,Weekdays
20130,"Tuesday, 8 December 2015",7:06:18 PM,7:00:00 PM,Tuesday,Weekdays
20546,"Tuesday, 15 December 2015",6:32:21 PM,7:00:00 PM,Tuesday,Weekdays
20547,"Tuesday, 15 December 2015",6:34:38 PM,7:00:00 PM,Tuesday,Weekdays
20548,"Tuesday, 15 December 2015",6:35:23 PM,7:00:00 PM,Tuesday,Weekdays
20549,"Tuesday, 15 December 2015",6:45:33 PM,7:00:00 PM,Tuesday,Weekdays
20550,"Tuesday, 15 December 2015",6:53:33 PM,7:00:00 PM,Tuesday,Weekdays
20551,"Tuesday, 15 December 2015",6:58:59 PM,7:00:00 PM,Tuesday,Weekdays
20552,"Tuesday, 15 December 2015",7:00:36 PM,7:00:00 PM,Tuesday,Weekdays
20553,"Tuesday, 15 December 2015",7:06:35 PM,7:00:00 PM,Tuesday,Weekdays
20554,"Tuesday, 15 December 2015",7:18:30 PM,7:00:00 PM,Tuesday,Weekdays
20555,"Tuesday, 15 December 2015",7:19:15 PM,7:00:00 PM,Tuesday,Weekdays
20556,"Tuesday, 15 December 2015",7:23:55 PM,7:00:00 PM,Tuesday,Weekdays
20557,"Tuesday, 15 December 2015",7:28:49 PM,7:00:00 PM,Tuesday,Weekdays
20982,"Tuesday, 22 December 2015",6:39:44 PM,7:00:00 PM,Tuesday,Weekdays
20983,"Tuesday, 22 December 2015",6:44:54 PM,7:00:00 PM,Tuesday,Weekdays
20984,"Tuesday, 22 December 2015",6:56:22 PM,7:00:00 PM,Tuesday,Weekdays
20985,"Tuesday, 22 December 2015",7:09:44 PM,7:00:00 PM,Tuesday,Weekdays
21239,"Tuesday, 29 December 2015",6:55:31 PM,7:00:00 PM,Tuesday,Weekdays
21240,"Tuesday, 29 December 2015",7:20:11 PM,7:00:00 PM,Tuesday,Weekdays
234,"Sunday, 4 January 2015",6:36:09 PM,7:00:00 PM,Sunday,Weekends
235,"Sunday, 4 January 2015",6:51:30 PM,7:00:00 PM,Sunday,Weekends
236,"Sunday, 4 January 2015",7:21:04 PM,7:00:00 PM,Sunday,Weekends
237,"Sunday, 4 January 2015",7:27:48 PM,7:00:00 PM,Sunday,Weekends
669,"Sunday, 11 January 2015",6:40:44 PM,7:00:00 PM,Sunday,Weekends
670,"Sunday, 11 January 2015",6:46:25 PM,7:00:00 PM,Sunday,Weekends
671,"Sunday, 11 January 2015",7:18:42 PM,7:00:00 PM,Sunday,Weekends
672,"Sunday, 11 January 2015",7:18:46 PM,7:00:00 PM,Sunday,Weekends
673,"Sunday, 11 January 2015",7:28:13 PM,7:00:00 PM,Sunday,Weekends
1072,"Sunday, 18 January 2015",6:32:32 PM,7:00:00 PM,Sunday,Weekends
1073,"Sunday, 18 January 2015",6:42:02 PM,7:00:00 PM,Sunday,Weekends
1074,"Sunday, 18 January 2015",7:01:54 PM,7:00:00 PM,Sunday,Weekends
1075,"Sunday, 18 January 2015",7:15:17 PM,7:00:00 PM,Sunday,Weekends
1482,"Sunday, 25 January 2015",6:32:16 PM,7:00:00 PM,Sunday,Weekends
1483,"Sunday, 25 January 2015",6:39:10 PM,7:00:00 PM,Sunday,Weekends
1484,"Sunday, 25 January 2015",6:57:43 PM,7:00:00 PM,Sunday,Weekends
1485,"Sunday, 25 January 2015",7:05:15 PM,7:00:00 PM,Sunday,Weekends
1486,"Sunday, 25 January 2015",7:09:03 PM,7:00:00 PM,Sunday,Weekends
1909,"Sunday, 1 February 2015",6:45:56 PM,7:00:00 PM,Sunday,Weekends
1910,"Sunday, 1 February 2015",6:57:06 PM,7:00:00 PM,Sunday,Weekends
1911,"Sunday, 1 February 2015",7:01:15 PM,7:00:00 PM,Sunday,Weekends
1912,"Sunday, 1 February 2015",7:01:32 PM,7:00:00 PM,Sunday,Weekends
1913,"Sunday, 1 February 2015",7:04:46 PM,7:00:00 PM,Sunday,Weekends
1914,"Sunday, 1 February 2015",7:24:03 PM,7:00:00 PM,Sunday,Weekends
1915,"Sunday, 1 February 2015",7:24:26 PM,7:00:00 PM,Sunday,Weekends
1916,"Sunday, 1 February 2015",7:27:59 PM,7:00:00 PM,Sunday,Weekends
2337,"Sunday, 8 February 2015",6:50:18 PM,7:00:00 PM,Sunday,Weekends
2338,"Sunday, 8 February 2015",6:51:54 PM,7:00:00 PM,Sunday,Weekends
2339,"Sunday, 8 February 2015",6:54:41 PM,7:00:00 PM,Sunday,Weekends
2340,"Sunday, 8 February 2015",6:59:56 PM,7:00:00 PM,Sunday,Weekends
2341,"Sunday, 8 February 2015",7:07:53 PM,7:00:00 PM,Sunday,Weekends
2342,"Sunday, 8 February 2015",7:12:49 PM,7:00:00 PM,Sunday,Weekends
2343,"Sunday, 8 February 2015",7:20:14 PM,7:00:00 PM,Sunday,Weekends
2760,"Sunday, 15 February 2015",6:50:04 PM,7:00:00 PM,Sunday,Weekends
2761,"Sunday, 15 February 2015",6:50:06 PM,7:00:00 PM,Sunday,Weekends
2762,"Sunday, 15 February 2015",6:54:43 PM,7:00:00 PM,Sunday,Weekends
2763,"Sunday, 15 February 2015",6:58:26 PM,7:00:00 PM,Sunday,Weekends
2764,"Sunday, 15 February 2015",7:16:07 PM,7:00:00 PM,Sunday,Weekends
2765,"Sunday, 15 February 2015",7:28:59 PM,7:00:00 PM,Sunday,Weekends
3156,"Sunday, 22 February 2015",6:57:53 PM,7:00:00 PM,Sunday,Weekends
3561,"Sunday, 1 March 2015",6:36:33 PM,7:00:00 PM,Sunday,Weekends
3562,"Sunday, 1 March 2015",6:41:16 PM,7:00:00 PM,Sunday,Weekends
3563,"Sunday, 1 March 2015",6:44:52 PM,7:00:00 PM,Sunday,Weekends
3564,"Sunday, 1 March 2015",6:56:36 PM,7:00:00 PM,Sunday,Weekends
3565,"Sunday, 1 March 2015",7:01:34 PM,7:00:00 PM,Sunday,Weekends
3566,"Sunday, 1 March 2015",7:14:27 PM,7:00:00 PM,Sunday,Weekends
3567,"Sunday, 1 March 2015",7:20:28 PM,7:00:00 PM,Sunday,Weekends
3568,"Sunday, 1 March 2015",7:27:23 PM,7:00:00 PM,Sunday,Weekends
3987,"Sunday, 8 March 2015",6:33:21 PM,7:00:00 PM,Sunday,Weekends
3988,"Sunday, 8 March 2015",7:27:14 PM,7:00:00 PM,Sunday,Weekends
4391,"Sunday, 15 March 2015",6:35:20 PM,7:00:00 PM,Sunday,Weekends
4392,"Sunday, 15 March 2015",6:44:40 PM,7:00:00 PM,Sunday,Weekends
4393,"Sunday, 15 March 2015",6:48:37 PM,7:00:00 PM,Sunday,Weekends
4394,"Sunday, 15 March 2015",6:56:08 PM,7:00:00 PM,Sunday,Weekends
4395,"Sunday, 15 March 2015",7:02:12 PM,7:00:00 PM,Sunday,Weekends
4808,"Sunday, 22 March 2015",6:57:35 PM,7:00:00 PM,Sunday,Weekends
4809,"Sunday, 22 March 2015",7:18:35 PM,7:00:00 PM,Sunday,Weekends
4810,"Sunday, 22 March 2015",7:23:28 PM,7:00:00 PM,Sunday,Weekends
5229,"Sunday, 29 March 2015",6:33:39 PM,7:00:00 PM,Sunday,Weekends
5230,"Sunday, 29 March 2015",6:37:13 PM,7:00:00 PM,Sunday,Weekends
5231,"Sunday, 29 March 2015",6:42:15 PM,7:00:00 PM,Sunday,Weekends
5232,"Sunday, 29 March 2015",6:52:20 PM,7:00:00 PM,Sunday,Weekends
5233,"Sunday, 29 March 2015",6:53:49 PM,7:00:00 PM,Sunday,Weekends
5234,"Sunday, 29 March 2015",7:05:13 PM,7:00:00 PM,Sunday,Weekends
5235,"Sunday, 29 March 2015",7:05:52 PM,7:00:00 PM,Sunday,Weekends
5236,"Sunday, 29 March 2015",7:09:56 PM,7:00:00 PM,Sunday,Weekends
5237,"Sunday, 29 March 2015",7:17:09 PM,7:00:00 PM,Sunday,Weekends
5238,"Sunday, 29 March 2015",7:23:01 PM,7:00:00 PM,Sunday,Weekends
5239,"Sunday, 29 March 2015",7:23:31 PM,7:00:00 PM,Sunday,Weekends
5662,"Sunday, 5 April 2015",6:41:43 PM,7:00:00 PM,Sunday,Weekends
5663,"Sunday, 5 April 2015",6:43:41 PM,7:00:00 PM,Sunday,Weekends
5664,"Sunday, 5 April 2015",6:46:08 PM,7:00:00 PM,Sunday,Weekends
5665,"Sunday, 5 April 2015",6:55:38 PM,7:00:00 PM,Sunday,Weekends
5666,"Sunday, 5 April 2015",6:59:27 PM,7:00:00 PM,Sunday,Weekends
5667,"Sunday, 5 April 2015",7:02:15 PM,7:00:00 PM,Sunday,Weekends
5668,"Sunday, 5 April 2015",7:04:09 PM,7:00:00 PM,Sunday,Weekends
5669,"Sunday, 5 April 2015",7:04:56 PM,7:00:00 PM,Sunday,Weekends
5670,"Sunday, 5 April 2015",7:14:15 PM,7:00:00 PM,Sunday,Weekends
5671,"Sunday, 5 April 2015",7:27:29 PM,7:00:00 PM,Sunday,Weekends
6071,"Sunday, 12 April 2015",6:35:38 PM,7:00:00 PM,Sunday,Weekends
6072,"Sunday, 12 April 2015",6:43:51 PM,7:00:00 PM,Sunday,Weekends
6073,"Sunday, 12 April 2015",6:58:29 PM,7:00:00 PM,Sunday,Weekends
6074,"Sunday, 12 April 2015",7:07:03 PM,7:00:00 PM,Sunday,Weekends
6075,"Sunday, 12 April 2015",7:25:43 PM,7:00:00 PM,Sunday,Weekends
6076,"Sunday, 12 April 2015",7:29:35 PM,7:00:00 PM,Sunday,Weekends
6488,"Sunday, 19 April 2015",6:51:40 PM,7:00:00 PM,Sunday,Weekends
6489,"Sunday, 19 April 2015",6:55:07 PM,7:00:00 PM,Sunday,Weekends
6490,"Sunday, 19 April 2015",7:06:19 PM,7:00:00 PM,Sunday,Weekends
6491,"Sunday, 19 April 2015",7:06:38 PM,7:00:00 PM,Sunday,Weekends
6492,"Sunday, 19 April 2015",7:19:54 PM,7:00:00 PM,Sunday,Weekends
6493,"Sunday, 19 April 2015",7:23:16 PM,7:00:00 PM,Sunday,Weekends
6919,"Sunday, 26 April 2015",6:30:53 PM,7:00:00 PM,Sunday,Weekends
6920,"Sunday, 26 April 2015",6:37:22 PM,7:00:00 PM,Sunday,Weekends
6921,"Sunday, 26 April 2015",7:20:07 PM,7:00:00 PM,Sunday,Weekends
6922,"Sunday, 26 April 2015",7:25:16 PM,7:00:00 PM,Sunday,Weekends
6923,"Sunday, 26 April 2015",7:29:03 PM,7:00:00 PM,Sunday,Weekends
7347,"Sunday, 3 May 2015",6:52:09 PM,7:00:00 PM,Sunday,Weekends
7348,"Sunday, 3 May 2015",7:00:53 PM,7:00:00 PM,Sunday,Weekends
7349,"Sunday, 3 May 2015",7:17:38 PM,7:00:00 PM,Sunday,Weekends
7350,"Sunday, 3 May 2015",7:21:48 PM,7:00:00 PM,Sunday,Weekends
7351,"Sunday, 3 May 2015",7:28:06 PM,7:00:00 PM,Sunday,Weekends
7747,"Sunday, 10 May 2015",6:34:12 PM,7:00:00 PM,Sunday,Weekends
7748,"Sunday, 10 May 2015",6:37:25 PM,7:00:00 PM,Sunday,Weekends
7749,"Sunday, 10 May 2015",6:45:47 PM,7:00:00 PM,Sunday,Weekends
8201,"Sunday, 17 May 2015",6:32:09 PM,7:00:00 PM,Sunday,Weekends
8202,"Sunday, 17 May 2015",6:41:19 PM,7:00:00 PM,Sunday,Weekends
8203,"Sunday, 17 May 2015",7:00:30 PM,7:00:00 PM,Sunday,Weekends
8204,"Sunday, 17 May 2015",7:08:05 PM,7:00:00 PM,Sunday,Weekends
8205,"Sunday, 17 May 2015",7:13:44 PM,7:00:00 PM,Sunday,Weekends
8206,"Sunday, 17 May 2015",7:15:56 PM,7:00:00 PM,Sunday,Weekends
8614,"Sunday, 24 May 2015",6:33:43 PM,7:00:00 PM,Sunday,Weekends
8615,"Sunday, 24 May 2015",6:44:44 PM,7:00:00 PM,Sunday,Weekends
8616,"Sunday, 24 May 2015",6:57:58 PM,7:00:00 PM,Sunday,Weekends
8617,"Sunday, 24 May 2015",6:59:50 PM,7:00:00 PM,Sunday,Weekends
8618,"Sunday, 24 May 2015",7:09:49 PM,7:00:00 PM,Sunday,Weekends
8619,"Sunday, 24 May 2015",7:17:04 PM,7:00:00 PM,Sunday,Weekends
9001,"Sunday, 31 May 2015",6:31:11 PM,7:00:00 PM,Sunday,Weekends
9002,"Sunday, 31 May 2015",6:32:05 PM,7:00:00 PM,Sunday,Weekends
9003,"Sunday, 31 May 2015",6:40:28 PM,7:00:00 PM,Sunday,Weekends
9004,"Sunday, 31 May 2015",6:43:42 PM,7:00:00 PM,Sunday,Weekends
9005,"Sunday, 31 May 2015",6:49:11 PM,7:00:00 PM,Sunday,Weekends
9006,"Sunday, 31 May 2015",7:20:03 PM,7:00:00 PM,Sunday,Weekends
9430,"Sunday, 7 June 2015",6:39:30 PM,7:00:00 PM,Sunday,Weekends
9431,"Sunday, 7 June 2015",6:46:17 PM,7:00:00 PM,Sunday,Weekends
9432,"Sunday, 7 June 2015",6:50:27 PM,7:00:00 PM,Sunday,Weekends
9433,"Sunday, 7 June 2015",6:50:35 PM,7:00:00 PM,Sunday,Weekends
9434,"Sunday, 7 June 2015",6:59:13 PM,7:00:00 PM,Sunday,Weekends
9435,"Sunday, 7 June 2015",7:11:36 PM,7:00:00 PM,Sunday,Weekends
9436,"Sunday, 7 June 2015",7:25:32 PM,7:00:00 PM,Sunday,Weekends
9437,"Sunday, 7 June 2015",7:25:37 PM,7:00:00 PM,Sunday,Weekends
9850,"Sunday, 14 June 2015",6:35:49 PM,7:00:00 PM,Sunday,Weekends
9851,"Sunday, 14 June 2015",6:37:14 PM,7:00:00 PM,Sunday,Weekends
9852,"Sunday, 14 June 2015",6:38:02 PM,7:00:00 PM,Sunday,Weekends
9853,"Sunday, 14 June 2015",6:51:40 PM,7:00:00 PM,Sunday,Weekends
9854,"Sunday, 14 June 2015",7:03:21 PM,7:00:00 PM,Sunday,Weekends
9855,"Sunday, 14 June 2015",7:16:34 PM,7:00:00 PM,Sunday,Weekends
10258,"Sunday, 21 June 2015",6:33:38 PM,7:00:00 PM,Sunday,Weekends
10259,"Sunday, 21 June 2015",6:44:49 PM,7:00:00 PM,Sunday,Weekends
10260,"Sunday, 21 June 2015",6:48:35 PM,7:00:00 PM,Sunday,Weekends
10261,"Sunday, 21 June 2015",7:16:03 PM,7:00:00 PM,Sunday,Weekends
10262,"Sunday, 21 June 2015",7:16:39 PM,7:00:00 PM,Sunday,Weekends
10676,"Sunday, 28 June 2015",6:53:49 PM,7:00:00 PM,Sunday,Weekends
10677,"Sunday, 28 June 2015",7:00:30 PM,7:00:00 PM,Sunday,Weekends
10678,"Sunday, 28 June 2015",7:02:28 PM,7:00:00 PM,Sunday,Weekends
10679,"Sunday, 28 June 2015",7:09:57 PM,7:00:00 PM,Sunday,Weekends
10680,"Sunday, 28 June 2015",7:21:45 PM,7:00:00 PM,Sunday,Weekends
11152,"Sunday, 5 July 2015",6:33:31 PM,7:00:00 PM,Sunday,Weekends
11153,"Sunday, 5 July 2015",6:59:20 PM,7:00:00 PM,Sunday,Weekends
11558,"Sunday, 12 July 2015",6:31:48 PM,7:00:00 PM,Sunday,Weekends
11559,"Sunday, 12 July 2015",6:35:39 PM,7:00:00 PM,Sunday,Weekends
11560,"Sunday, 12 July 2015",6:38:14 PM,7:00:00 PM,Sunday,Weekends
11561,"Sunday, 12 July 2015",6:38:47 PM,7:00:00 PM,Sunday,Weekends
11562,"Sunday, 12 July 2015",6:41:14 PM,7:00:00 PM,Sunday,Weekends
11563,"Sunday, 12 July 2015",6:43:52 PM,7:00:00 PM,Sunday,Weekends
11564,"Sunday, 12 July 2015",6:45:05 PM,7:00:00 PM,Sunday,Weekends
11565,"Sunday, 12 July 2015",6:52:04 PM,7:00:00 PM,Sunday,Weekends
11566,"Sunday, 12 July 2015",7:15:20 PM,7:00:00 PM,Sunday,Weekends
11988,"Sunday, 19 July 2015",6:39:20 PM,7:00:00 PM,Sunday,Weekends
11989,"Sunday, 19 July 2015",6:42:25 PM,7:00:00 PM,Sunday,Weekends
11990,"Sunday, 19 July 2015",6:45:39 PM,7:00:00 PM,Sunday,Weekends
11991,"Sunday, 19 July 2015",6:48:55 PM,7:00:00 PM,Sunday,Weekends
11992,"Sunday, 19 July 2015",7:04:25 PM,7:00:00 PM,Sunday,Weekends
11993,"Sunday, 19 July 2015",7:15:54 PM,7:00:00 PM,Sunday,Weekends
11994,"Sunday, 19 July 2015",7:23:44 PM,7:00:00 PM,Sunday,Weekends
11995,"Sunday, 19 July 2015",7:27:03 PM,7:00:00 PM,Sunday,Weekends
12417,"Sunday, 26 July 2015",6:39:33 PM,7:00:00 PM,Sunday,Weekends
12418,"Sunday, 26 July 2015",6:56:31 PM,7:00:00 PM,Sunday,Weekends
12419,"Sunday, 26 July 2015",7:09:24 PM,7:00:00 PM,Sunday,Weekends
12420,"Sunday, 26 July 2015",7:16:50 PM,7:00:00 PM,Sunday,Weekends
12421,"Sunday, 26 July 2015",7:27:14 PM,7:00:00 PM,Sunday,Weekends
12835,"Sunday, 2 August 2015",6:49:24 PM,7:00:00 PM,Sunday,Weekends
12836,"Sunday, 2 August 2015",6:57:07 PM,7:00:00 PM,Sunday,Weekends
13261,"Sunday, 9 August 2015",6:31:36 PM,7:00:00 PM,Sunday,Weekends
13262,"Sunday, 9 August 2015",7:07:28 PM,7:00:00 PM,Sunday,Weekends
13263,"Sunday, 9 August 2015",7:08:09 PM,7:00:00 PM,Sunday,Weekends
13264,"Sunday, 9 August 2015",7:11:01 PM,7:00:00 PM,Sunday,Weekends
13697,"Sunday, 16 August 2015",6:39:57 PM,7:00:00 PM,Sunday,Weekends
13698,"Sunday, 16 August 2015",6:46:14 PM,7:00:00 PM,Sunday,Weekends
13699,"Sunday, 16 August 2015",6:49:03 PM,7:00:00 PM,Sunday,Weekends
13700,"Sunday, 16 August 2015",7:00:10 PM,7:00:00 PM,Sunday,Weekends
13701,"Sunday, 16 August 2015",7:21:48 PM,7:00:00 PM,Sunday,Weekends
13702,"Sunday, 16 August 2015",7:22:59 PM,7:00:00 PM,Sunday,Weekends
14103,"Sunday, 23 August 2015",6:30:05 PM,7:00:00 PM,Sunday,Weekends
14104,"Sunday, 23 August 2015",6:50:39 PM,7:00:00 PM,Sunday,Weekends
14105,"Sunday, 23 August 2015",6:51:42 PM,7:00:00 PM,Sunday,Weekends
14106,"Sunday, 23 August 2015",7:00:46 PM,7:00:00 PM,Sunday,Weekends
14107,"Sunday, 23 August 2015",7:01:22 PM,7:00:00 PM,Sunday,Weekends
14108,"Sunday, 23 August 2015",7:10:56 PM,7:00:00 PM,Sunday,Weekends
14109,"Sunday, 23 August 2015",7:19:03 PM,7:00:00 PM,Sunday,Weekends
14110,"Sunday, 23 August 2015",7:25:17 PM,7:00:00 PM,Sunday,Weekends
14503,"Sunday, 30 August 2015",6:51:33 PM,7:00:00 PM,Sunday,Weekends
14504,"Sunday, 30 August 2015",6:51:57 PM,7:00:00 PM,Sunday,Weekends
14505,"Sunday, 30 August 2015",7:04:09 PM,7:00:00 PM,Sunday,Weekends
14506,"Sunday, 30 August 2015",7:13:20 PM,7:00:00 PM,Sunday,Weekends
14507,"Sunday, 30 August 2015",7:19:07 PM,7:00:00 PM,Sunday,Weekends
14508,"Sunday, 30 August 2015",7:27:29 PM,7:00:00 PM,Sunday,Weekends
14897,"Sunday, 6 September 2015",6:34:43 PM,7:00:00 PM,Sunday,Weekends
14898,"Sunday, 6 September 2015",6:42:40 PM,7:00:00 PM,Sunday,Weekends
14899,"Sunday, 6 September 2015",6:43:21 PM,7:00:00 PM,Sunday,Weekends
14900,"Sunday, 6 September 2015",6:44:07 PM,7:00:00 PM,Sunday,Weekends
14901,"Sunday, 6 September 2015",7:00:20 PM,7:00:00 PM,Sunday,Weekends
14902,"Sunday, 6 September 2015",7:02:15 PM,7:00:00 PM,Sunday,Weekends
14903,"Sunday, 6 September 2015",7:27:25 PM,7:00:00 PM,Sunday,Weekends
14904,"Sunday, 6 September 2015",7:28:10 PM,7:00:00 PM,Sunday,Weekends
15326,"Sunday, 13 September 2015",6:30:49 PM,7:00:00 PM,Sunday,Weekends
15327,"Sunday, 13 September 2015",6:35:59 PM,7:00:00 PM,Sunday,Weekends
15328,"Sunday, 13 September 2015",6:37:07 PM,7:00:00 PM,Sunday,Weekends
15329,"Sunday, 13 September 2015",6:43:01 PM,7:00:00 PM,Sunday,Weekends
15330,"Sunday, 13 September 2015",6:51:01 PM,7:00:00 PM,Sunday,Weekends
15331,"Sunday, 13 September 2015",7:04:17 PM,7:00:00 PM,Sunday,Weekends
15332,"Sunday, 13 September 2015",7:04:43 PM,7:00:00 PM,Sunday,Weekends
15333,"Sunday, 13 September 2015",7:09:33 PM,7:00:00 PM,Sunday,Weekends
15334,"Sunday, 13 September 2015",7:10:36 PM,7:00:00 PM,Sunday,Weekends
15335,"Sunday, 13 September 2015",7:13:33 PM,7:00:00 PM,Sunday,Weekends
15753,"Sunday, 20 September 2015",6:32:23 PM,7:00:00 PM,Sunday,Weekends
15754,"Sunday, 20 September 2015",6:35:45 PM,7:00:00 PM,Sunday,Weekends
15755,"Sunday, 20 September 2015",6:45:04 PM,7:00:00 PM,Sunday,Weekends
15756,"Sunday, 20 September 2015",6:51:34 PM,7:00:00 PM,Sunday,Weekends
15757,"Sunday, 20 September 2015",6:53:12 PM,7:00:00 PM,Sunday,Weekends
15758,"Sunday, 20 September 2015",6:59:57 PM,7:00:00 PM,Sunday,Weekends
16035,"Sunday, 27 September 2015",6:46:40 PM,7:00:00 PM,Sunday,Weekends
16036,"Sunday, 27 September 2015",7:06:30 PM,7:00:00 PM,Sunday,Weekends
16037,"Sunday, 27 September 2015",7:17:27 PM,7:00:00 PM,Sunday,Weekends
16038,"Sunday, 27 September 2015",7:21:41 PM,7:00:00 PM,Sunday,Weekends
16039,"Sunday, 27 September 2015",7:22:09 PM,7:00:00 PM,Sunday,Weekends
16040,"Sunday, 27 September 2015",7:28:05 PM,7:00:00 PM,Sunday,Weekends
16468,"Sunday, 4 October 2015",6:39:34 PM,7:00:00 PM,Sunday,Weekends
16469,"Sunday, 4 October 2015",7:00:13 PM,7:00:00 PM,Sunday,Weekends
16470,"Sunday, 4 October 2015",7:18:03 PM,7:00:00 PM,Sunday,Weekends
16471,"Sunday, 4 October 2015",7:26:22 PM,7:00:00 PM,Sunday,Weekends
16815,"Sunday, 11 October 2015",6:59:08 PM,7:00:00 PM,Sunday,Weekends
16816,"Sunday, 11 October 2015",7:03:27 PM,7:00:00 PM,Sunday,Weekends
16817,"Sunday, 11 October 2015",7:11:36 PM,7:00:00 PM,Sunday,Weekends
16818,"Sunday, 11 October 2015",7:27:25 PM,7:00:00 PM,Sunday,Weekends
17197,"Sunday, 18 October 2015",6:32:51 PM,7:00:00 PM,Sunday,Weekends
17198,"Sunday, 18 October 2015",6:34:52 PM,7:00:00 PM,Sunday,Weekends
17199,"Sunday, 18 October 2015",6:38:34 PM,7:00:00 PM,Sunday,Weekends
17200,"Sunday, 18 October 2015",7:16:58 PM,7:00:00 PM,Sunday,Weekends
17550,"Sunday, 25 October 2015",6:46:48 PM,7:00:00 PM,Sunday,Weekends
17551,"Sunday, 25 October 2015",6:50:54 PM,7:00:00 PM,Sunday,Weekends
17552,"Sunday, 25 October 2015",6:51:22 PM,7:00:00 PM,Sunday,Weekends
17553,"Sunday, 25 October 2015",7:24:32 PM,7:00:00 PM,Sunday,Weekends
17554,"Sunday, 25 October 2015",7:28:50 PM,7:00:00 PM,Sunday,Weekends
17915,"Sunday, 1 November 2015",6:35:41 PM,7:00:00 PM,Sunday,Weekends
17916,"Sunday, 1 November 2015",6:35:58 PM,7:00:00 PM,Sunday,Weekends
17917,"Sunday, 1 November 2015",6:36:20 PM,7:00:00 PM,Sunday,Weekends
17918,"Sunday, 1 November 2015",6:40:22 PM,7:00:00 PM,Sunday,Weekends
17919,"Sunday, 1 November 2015",6:42:24 PM,7:00:00 PM,Sunday,Weekends
17920,"Sunday, 1 November 2015",7:00:23 PM,7:00:00 PM,Sunday,Weekends
17921,"Sunday, 1 November 2015",7:02:56 PM,7:00:00 PM,Sunday,Weekends
17922,"Sunday, 1 November 2015",7:23:23 PM,7:00:00 PM,Sunday,Weekends
18316,"Sunday, 8 November 2015",6:31:56 PM,7:00:00 PM,Sunday,Weekends
18317,"Sunday, 8 November 2015",6:33:13 PM,7:00:00 PM,Sunday,Weekends
18318,"Sunday, 8 November 2015",6:38:45 PM,7:00:00 PM,Sunday,Weekends
18319,"Sunday, 8 November 2015",6:50:20 PM,7:00:00 PM,Sunday,Weekends
18320,"Sunday, 8 November 2015",6:56:26 PM,7:00:00 PM,Sunday,Weekends
18321,"Sunday, 8 November 2015",6:59:51 PM,7:00:00 PM,Sunday,Weekends
18322,"Sunday, 8 November 2015",7:05:06 PM,7:00:00 PM,Sunday,Weekends
18323,"Sunday, 8 November 2015",7:05:22 PM,7:00:00 PM,Sunday,Weekends
18717,"Sunday, 15 November 2015",7:08:47 PM,7:00:00 PM,Sunday,Weekends
19110,"Sunday, 22 November 2015",6:36:22 PM,7:00:00 PM,Sunday,Weekends
19111,"Sunday, 22 November 2015",6:44:16 PM,7:00:00 PM,Sunday,Weekends
19112,"Sunday, 22 November 2015",6:47:55 PM,7:00:00 PM,Sunday,Weekends
19113,"Sunday, 22 November 2015",7:10:28 PM,7:00:00 PM,Sunday,Weekends
19114,"Sunday, 22 November 2015",7:19:43 PM,7:00:00 PM,Sunday,Weekends
19592,"Sunday, 29 November 2015",6:35:17 PM,7:00:00 PM,Sunday,Weekends
19593,"Sunday, 29 November 2015",6:42:18 PM,7:00:00 PM,Sunday,Weekends
19594,"Sunday, 29 November 2015",6:53:01 PM,7:00:00 PM,Sunday,Weekends
19595,"Sunday, 29 November 2015",7:03:40 PM,7:00:00 PM,Sunday,Weekends
19596,"Sunday, 29 November 2015",7:10:32 PM,7:00:00 PM,Sunday,Weekends
19597,"Sunday, 29 November 2015",7:14:03 PM,7:00:00 PM,Sunday,Weekends
19598,"Sunday, 29 November 2015",7:23:32 PM,7:00:00 PM,Sunday,Weekends
19599,"Sunday, 29 November 2015",7:26:50 PM,7:00:00 PM,Sunday,Weekends
19600,"Sunday, 29 November 2015",7:28:14 PM,7:00:00 PM,Sunday,Weekends
20011,"Sunday, 6 December 2015",6:31:41 PM,7:00:00 PM,Sunday,Weekends
